類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,S
公寓,FA00329,西安里,臺中市西屯區西安里西屯路二段297-8巷45弄13號,"24.177423,120.640895",1,30,第六分局,
公寓,FA00323,西安里,臺中市西屯區西安里西屯路二段297-8巷45弄1號,"24.177565,120.640666",1,30,第六分局,
公寓,FA00324,西安里,臺中市西屯區西安里西屯路二段297-8巷45弄3號,"24.177541,120.640704",1,30,第六分局,
公寓,FA00325,西安里,臺中市西屯區西安里西屯路二段297-8巷45弄5號,"24.177517,120.640738",1,30,第六分局,
公寓,FA00326,西安里,臺中市西屯區西安里西屯路二段297-8巷45弄7號,"24.177498,120.640778",1,30,第六分局,
公寓,FA00327,西安里,臺中市西屯區西安里西屯路二段297-8巷45弄9號,"24.177471,120.640808",1,30,第六分局,
公寓,FA00072,西安里,臺中市西屯區西安里西屯路二段297-16號,"24.17864,120.640486",1,700,第六分局,
公寓,FA02062,西安里,臺中市西屯區西安里西屯路二段297-8巷12弄35號,"24.178075,120.640162",1,170,第六分局,
公寓,FA01137,西安里,臺中市西屯區西安里西屯路二段297-27號,"24.178756,120.640655",1,40,第六分局,
公寓,FA02001,西安里,臺中市西屯區西安里西屯路二段297-5號,"24.178394,120.641272",1,1093,第六分局,
公寓,FA01138,西安里,臺中市西屯區西安里西屯路二段297號,"24.178225,120.641375",1,40,第六分局,
公寓,FA00798,西安里,臺中市西屯區西安里西安南巷10號,"24.178466,120.639624",1,50,第六分局,
公寓,FA00799,西安里,臺中市西屯區西安里西安南巷12號,"24.178189,120.639578",1,50,第六分局,
公寓,FA00800,西安里,臺中市西屯區西安里西安南巷16號,"24.178139,120.638986",1,50,第六分局,
公寓,FA01623,西安里,臺中市西屯區西安里西安南巷4號,"24.177675,120.639304",1,90,第六分局,
公寓,FA00073,西安里,臺中市西屯區西安里西屯路二段297-8巷66號,"24.177413,120.639652",1,230,第六分局,
公寓,FA01893,西安里,臺中市西屯區西安里光明路58號,"24.178349,120.638707",1,322,第六分局,
公寓,FA02073,西安里,臺中市西屯區西安里逢明街93號,"24.176466,120.638976",1,2884,第六分局,
公寓,FA00074,西安里,臺中市西屯區西安里逢甲路200巷17弄32號,"24.176012,120.640054",1,1470,第六分局,
公寓,FA02150,西安里,臺中市西屯區西安里青海路二段412號,"24.175833,120.63882",3,5420,第六分局,
公寓,FA02135,西安里,臺中市西屯區西安里福星北一街59號,"24.182894,120.643525",1,132,第六分局,
公寓,FA00669,西安里,臺中市西屯區西安里清隆巷1-2號,"24.180316,120.639269",1,60,第六分局,
公寓,FA00670,西安里,臺中市西屯區西安里清隆巷1-3號,"24.18035,120.639187",1,30,第六分局,
公寓,FA00083,西安里,臺中市西屯區西安里青海路二段365號,"24.175402,120.638688",1,169,第六分局,
公寓,FA02145,西墩里,臺中市西屯區西墩里西苑路33號,"24.18663,120.641268",1,197,第六分局,
公寓,FA02146,西墩里,臺中市西屯區西墩里黎明路三段482號,"24.186457,120.640433",1,126,第六分局,
公寓,FA00108,西墩里,臺中市西屯區西墩里黎明路149號,"24.180519,120.63759",1,666,第六分局,
公寓,FC01021,何仁里,臺中市西屯區何仁里文心路三段272之1號,"24.1699,120.657285",1,53,第六分局,
公寓,FC01028,何仁里,臺中市西屯區何仁里文心路三段294-3號,"24.170244,120.65792",1,34,第六分局,
公寓,FC01029,何仁里,臺中市西屯區何仁里文心路三段294-5號,"24.170256,120.65796",1,69,第六分局,
公寓,FC01030,何仁里,臺中市西屯區何仁里文心路三段294-8號,"24.170311,120.658068",1,36,第六分局,
公寓,FC01597,何仁里,臺中市西屯區何仁里西屯路二段126-15號,"24.166937,120.651399",2,2050,第六分局,
公寓,FC01118,何仁里,臺中市西屯區何仁里洛陽路105號,"24.167111,120.651285",1,36,第六分局,
公寓,FC01087,何仁里,臺中市西屯區何仁里天水東一街2號,"24.16896,120.656271",1,145,第六分局,
公寓,FC01108,何仁里,臺中市西屯區何仁里文心路三段129巷8號,"24.169626,120.654906",1,1817,第六分局,
公寓,FC01131,何仁里,臺中市西屯區何仁里西屯路二段208巷16-7號,"24.169612,120.651585",1,676,第六分局,
公寓,FD00375,何仁里,臺中市西屯區櫻城三街10號,"24.169643,120.650972",1,216,第六分局,
公寓,FC01085,何仁里,臺中市西屯區何仁里天水西六街12號,"24.166194,120.655786",1,172,第六分局,
公寓,FC01585,何仁里,臺中市西屯區何仁里文心路三段138-20號,"24.167673,120.654311",1,246,第六分局,
公寓,FC01014,何仁里,臺中市西屯區何仁里文心路三段138-10號,"24.16738,120.653874",1,557,第六分局,
公寓,FC00757,何安里,臺中市西屯區何安里西屯路二段95-27號,"24.165503,120.655655",1,30,第六分局,
公寓,FC00758,何安里,臺中市西屯區何安里西屯路二段95-28號,"24.16551,120.655589",1,30,第六分局,
公寓,FC00759,何安里,臺中市西屯區何安里西屯路二段95-29號,"24.165528,120.655528",1,30,第六分局,
公寓,FC00760,何安里,臺中市西屯區何安里西屯路二段95-30號,"24.165534,120.655484",1,30,第六分局,
公寓,FC00672,何安里,臺中市西屯區何安里西屯路二段95-31號,"24.16554,120.655441",1,30,第六分局,
公寓,FC00687,何安里,臺中市西屯區何安里西屯路二段95-34號,"24.165576,120.655317",1,30,第六分局,
公寓,FC00686,何安里,臺中市西屯區何安里西屯路二段95-35號,"24.165576,120.655272",1,54,第六分局,
公寓,FC00673,何安里,臺中市西屯區何安里西屯路二段95-36號,"24.165573,120.655224",1,97,第六分局,
公寓,FC00685,何安里,臺中市西屯區何安里西屯路二段95-37號,"24.165603,120.655187",1,30,第六分局,
公寓,FC00783,何安里,臺中市西屯區何安里西屯路二段95-40號,"24.16561,120.655143",1,30,第六分局,
公寓,FC00784,何安里,臺中市西屯區何安里西屯路二段95-41號,"24.165623,120.6551",1,30,第六分局,
公寓,FC00793,何安里,臺中市西屯區何安里西屯路二段97-13號,"24.165765,120.653769",1,30,第六分局,
公寓,FC00796,何安里,臺中市西屯區何安里西屯路二段97-15號,"24.165856,120.653747",1,30,第六分局,
公寓,FC00788,何安里,臺中市西屯區何安里西屯路二段97-19號,"24.166017,120.653769",1,30,第六分局,
公寓,FC00789,何安里,臺中市西屯區何安里西屯路二段97-20號,"24.166028,120.653732",1,30,第六分局,
公寓,FC00790,何安里,臺中市西屯區何安里西屯路二段97-23號,"24.166046,120.653634",1,30,第六分局,
公寓,FC00791,何安里,臺中市西屯區何安里西屯路二段97-25號,"24.166063,120.653586",1,30,第六分局,
公寓,FC00792,何安里,臺中市西屯區何安里西屯路二段97-26號,"24.166074,120.653544",1,30,第六分局,
公寓,FC00786,何安里,臺中市西屯區何安里西屯路二段97-27號,"24.166088,120.653508",1,30,第六分局,
公寓,FC00787,何安里,臺中市西屯區何安里西屯路二段97-28號,"24.16609,120.653465",1,30,第六分局,
公寓,FC00762,何安里,臺中市西屯區何安里西屯路二段吉本巷5號,"24.165953,120.653345",1,30,第六分局,
公寓,FC00843,何安里,臺中市西屯區何安里四川東街101號,"24.164031,120.654511",1,30,第六分局,
公寓,FC00844,何安里,臺中市西屯區何安里四川東街103號,"24.164013,120.654552",1,30,第六分局,
公寓,FC00850,何安里,臺中市西屯區何安里四川東街79號,"24.164272,120.653931",1,30,第六分局,
公寓,FC00851,何安里,臺中市西屯區何安里四川東街83號,"24.1642,120.654033",1,30,第六分局,
公寓,FC00852,何安里,臺中市西屯區何安里四川東街85號,"24.16418,120.654081",1,30,第六分局,
公寓,FC00838,何安里,臺中市西屯區何安里四川東街91號,"24.164088,120.654289",1,30,第六分局,
公寓,FC00839,何安里,臺中市西屯區何安里四川東街93號,"24.164103,120.654365",1,30,第六分局,
公寓,FC00840,何安里,臺中市西屯區何安里四川東街95號,"24.164086,120.654402",1,30,第六分局,
公寓,FC00841,何安里,臺中市西屯區何安里四川東街97號,"24.164065,120.654439",1,30,第六分局,
公寓,FC00842,何安里,臺中市西屯區何安里四川東街99號,"24.164048,120.654477",1,30,第六分局,
公寓,FC01315,何安里,臺中市西屯區何安里甘州街5號,"24.164711,120.655727",1,108,第六分局,
公寓,FC00859,何安里,臺中市西屯區何安里四川東街12號,"24.164912,120.652157",1,30,第六分局,
公寓,FC00860,何安里,臺中市西屯區何安里四川東街16號,"24.164874,120.65223",1,30,第六分局,
公寓,FC00861,何安里,臺中市西屯區何安里四川東街18號,"24.164853,120.652272",1,30,第六分局,
公寓,FC00862,何安里,臺中市西屯區何安里四川東街21號,"24.165012,120.652478",1,30,第六分局,
公寓,FC00863,何安里,臺中市西屯區何安里四川東街22號,"24.164815,120.652345",1,30,第六分局,
公寓,FC00864,何安里,臺中市西屯區何安里四川東街24號,"24.164795,120.652383",1,30,第六分局,
公寓,FC00865,何安里,臺中市西屯區何安里四川東街26號,"24.164774,120.65242",1,30,第六分局,
公寓,FC00866,何安里,臺中市西屯區何安里四川東街29號,"24.164952,120.652638",1,30,第六分局,
公寓,FC00867,何安里,臺中市西屯區何安里四川東街30號,"24.164728,120.652503",1,30,第六分局,
公寓,FC00858,何安里,臺中市西屯區何安里四川東街6號,"24.164912,120.652157",1,30,第六分局,
公寓,FC01584,何安里,臺中市西屯區何安里臺灣大道二段882號,"24.161484,120.652455",1,1314,第六分局,
公寓,FD00373,何安里,臺中市西屯區何安里臺灣大道二段936號,"24.162023,120.651433",1,2472,第六分局,
公寓,FC00525,何安里,臺中市西屯區何安里四川路120巷25號,"24.162089,120.65306",1,240,第六分局,
公寓,FC00854,何安里,臺中市西屯區何安里四川東街33號,"24.164829,120.652842",1,30,第六分局,
公寓,FC00853,何安里,臺中市西屯區何安里四川東街35號,"24.164811,120.652877",1,30,第六分局,
公寓,FC00855,何安里,臺中市西屯區何安里四川東街37號,"24.164793,120.652914",1,30,第六分局,
公寓,FC00856,何安里,臺中市西屯區何安里四川東街41號,"24.164753,120.65299",1,30,第六分局,
公寓,FC00857,何安里,臺中市西屯區何安里四川東街43號,"24.164736,120.653023",1,30,第六分局,
公寓,FC00799,何安里,臺中市西屯區何安里西屯路二段101-2號,"24.166176,120.652936",1,30,第六分局,
公寓,FC00798,何安里,臺中市西屯區何安里西屯路二段101-3號,"24.166198,120.652899",1,30,第六分局,
公寓,FC00797,何安里,臺中市西屯區何安里西屯路二段101-4號,"24.166219,120.652869",1,30,第六分局,
公寓,FC00801,何安里,臺中市西屯區何安里西屯路二段101-6號,"24.166245,120.652777",1,30,第六分局,
公寓,FC00710,何安里,臺中市西屯區何安里青海路一段142-1號,"24.165271,120.653608",1,30,第六分局,
公寓,FC00878,何安里,臺中市西屯區何安里四川東街38號,"24.164611,120.652795",1,30,第六分局,
公寓,FC00661,何安里,臺中市西屯區何安里洛陽東街15號,"24.165703,120.650622",1,40,第六分局,
公寓,FC00615,何安里,臺中市西屯區何安里洛陽南街10號,"24.166302,120.650011",1,25,第六分局,
公寓,FC00614,何安里,臺中市西屯區何安里洛陽南街12號,"24.166325,120.649956",1,26,第六分局,
公寓,FC00613,何安里,臺中市西屯區何安里洛陽南街14號,"24.166356,120.649901",1,25,第六分局,
公寓,FC00639,何安里,臺中市西屯區何安里洛陽南街6號,"24.166238,120.650128",1,42,第六分局,
公寓,FC00887,何安里,臺中市西屯區何安里天水西三街13號,"24.165569,120.654632",1,30,第六分局,
公寓,FC00769,何安里,臺中市西屯區何安里西屯路二段95-46號,"24.165683,120.654909",1,30,第六分局,
公寓,FC00767,何安里,臺中市西屯區何安里西屯路二段95-50號,"24.165704,120.654734",1,30,第六分局,
公寓,FC00768,何安里,臺中市西屯區何安里西屯路二段95-52號,"24.165734,120.654636",1,30,第六分局,
公寓,FC00836,何安里,臺中市西屯區何安里四川東街49號,"24.16461,120.653298",1,30,第六分局,
公寓,FC00837,何安里,臺中市西屯區何安里四川東街51號,"24.164597,120.65335",1,30,第六分局,
公寓,FC00831,何安里,臺中市西屯區何安里四川東街53號,"24.164558,120.653372",1,30,第六分局,
公寓,FC00832,何安里,臺中市西屯區何安里四川東街55號,"24.164562,120.653422",1,30,第六分局,
公寓,FC00833,何安里,臺中市西屯區何安里四川東街57號,"24.164587,120.653488",1,30,第六分局,
公寓,FC00834,何安里,臺中市西屯區何安里四川東街59號,"24.164567,120.653526",1,30,第六分局,
公寓,FC00835,何安里,臺中市西屯區何安里四川東街61號,"24.164546,120.653565",1,30,第六分局,
公寓,FC00826,何安里,臺中市西屯區何安里四川東街63號,"24.164525,120.653606",1,30,第六分局,
公寓,FC00827,何安里,臺中市西屯區何安里四川東街65號,"24.1645,120.653642",1,30,第六分局,
公寓,FC00828,何安里,臺中市西屯區何安里四川東街67號,"24.164411,120.653645",1,30,第六分局,
公寓,FC00829,何安里,臺中市西屯區何安里四川東街69號,"24.164472,120.653728",1,30,第六分局,
公寓,FC00848,何安里,臺中市西屯區何安里四川東街75號,"24.16431,120.653826",1,30,第六分局,
公寓,FC00849,何安里,臺中市西屯區何安里四川東街77號,"24.164276,120.653887",1,30,第六分局,
公寓,FC00642,何安里,臺中市西屯區何安里西屯路二段105-1號,"24.166822,120.650944",1,65,第六分局,
公寓,FC00643,何安里,臺中市西屯區何安里西屯路二段105-2號,"24.16684,120.650904",1,65,第六分局,
公寓,FC00644,何安里,臺中市西屯區何安里西屯路二段105-4號,"24.166868,120.650824",1,24,第六分局,
公寓,FC00645,何安里,臺中市西屯區何安里西屯路二段105-5號,"24.166882,120.650783",1,64,第六分局,
公寓,FC00646,何安里,臺中市西屯區何安里西屯路二段105-6號,"24.1669,120.650743",1,22,第六分局,
公寓,FC00647,何安里,臺中市西屯區何安里西屯路二段105-7號,"24.166913,120.650702",1,22,第六分局,
公寓,FC00648,何安里,臺中市西屯區何安里西屯路二段105-8號,"24.166926,120.650661",1,22,第六分局,
公寓,FC00649,何安里,臺中市西屯區何安里西屯路二段105-9號,"24.166937,120.650619",1,24,第六分局,
公寓,FC01309,何安里,臺中市西屯區何安里青海路一段85號,"24.164645,120.654154",1,1601,第六分局,
公寓,FC00669,何安里,臺中市西屯區何安里青海路一段95號,"24.164773,120.653896",1,160,第六分局,
公寓,FC01004,何安里,臺中市西屯區何安里西屯路二段95-8號,"24.165275,120.656321",1,30,第六分局,
公寓,FC00667,何安里,臺中市西屯區何安里西屯路二段95-32號,"24.165552,120.655401",1,30,第六分局,
公寓,FC01003,何安里,臺中市西屯區何安里西屯路二段95-6號,"24.165229,120.65647",1,30,第六分局,
公寓,FC00775,何安里,臺中市西屯區何安里西屯路二段97-12號,"24.165917,120.654101",1,30,第六分局,
公寓,FC00778,何安里,臺中市西屯區何安里西屯路二段97-3號,"24.165766,120.654473",1,30,第六分局,
公寓,FC00779,何安里,臺中市西屯區何安里西屯路二段97-4號,"24.165813,120.654425",1,30,第六分局,
公寓,FC00780,何安里,臺中市西屯區何安里西屯路二段97-5號,"24.165825,120.654383",1,30,第六分局,
公寓,FC00781,何安里,臺中市西屯區何安里西屯路二段97-6號,"24.165838,120.654338",1,30,第六分局,
公寓,FC00782,何安里,臺中市西屯區何安里西屯路二段97-7號,"24.165852,120.654295",1,30,第六分局,
公寓,FC00773,何安里,臺中市西屯區何安里西屯路二段97-8號,"24.165866,120.654246",1,30,第六分局,
公寓,FC00774,何安里,臺中市西屯區何安里西屯路二段97-9號,"24.16588,120.654197",1,30,第六分局,
公寓,FD00244,何成里,臺中市西屯區何成里大墩路929號,"24.158148,120.651134",1,42,第六分局,
公寓,FD00245,何成里,臺中市西屯區何成里大墩路931號,"24.158183,120.651158",1,42,第六分局,
公寓,FD00283,何成里,臺中市西屯區何成里大恩街32號,"24.159382,120.649486",1,676,第六分局,
公寓,FC01327,何明里,臺中市西屯區何明里大弘街61號,"24.163374,120.659417",1,265,第六分局,
公寓,FC01290,何明里,臺中市西屯區何明里大有街91號,"24.162738,120.659211",1,76,第六分局,
公寓,FC01581,何明里,臺中市西屯區何明里臺灣大道二段600號,"24.158525,120.657709",1,673,第六分局,
大樓,FC01259,何明里,臺中市西屯區何明里臺灣大道二段650號,"24.158525,120.657709",1,6976,第六分局,
公寓,FC00370,何明里,臺中市西屯區何明里西屯路二段17-10號,"24.16371,120.661518",1,16,第六分局,
公寓,FC00369,何明里,臺中市西屯區何明里西屯路二段17-11號,"24.16371,120.661518",1,61,第六分局,
公寓,FC00367,何明里,臺中市西屯區何明里西屯路二段17-1號,"24.163584,120.66185",1,48,第六分局,
公寓,FC00366,何明里,臺中市西屯區何明里西屯路二段17-2號,"24.163595,120.661807",1,48,第六分局,
公寓,FC00365,何明里,臺中市西屯區何明里西屯路二段17-3號,"24.163608,120.661767",1,16,第六分局,
公寓,FC00364,何明里,臺中市西屯區何明里西屯路二段17-4號,"24.163619,120.661728",1,16,第六分局,
公寓,FC00374,何明里,臺中市西屯區何明里西屯路二段17-5號,"24.16363,120.661687",1,16,第六分局,
公寓,FC00373,何明里,臺中市西屯區何明里西屯路二段17-6號,"24.163641,120.661647",1,16,第六分局,
公寓,FC00372,何明里,臺中市西屯區何明里西屯路二段17-7號,"24.163692,120.66162",1,16,第六分局,
公寓,FC00371,何明里,臺中市西屯區何明里西屯路二段17-8號,"24.163703,120.66158",1,16,第六分局,
公寓,FC00364,何明里,臺中市西屯區何明里西屯路二段17-9號,"24.16371,120.661518",1,13,第六分局,
公寓,FC00361,何明里,臺中市西屯區何明里西屯路二段19-1號,"24.163764,120.661289",1,58,第六分局,
公寓,FC00376,何明里,臺中市西屯區何明里西屯路二段21-1號,"24.163791,120.661209",1,28,第六分局,
公寓,FC00342,何明里,臺中市西屯區何明里西屯路二段31-3號,"24.163982,120.660608",1,89,第六分局,
公寓,FC00355,何明里,臺中市西屯區何明里西屯路二段35-2號,"24.164038,120.660366",1,34,第六分局,
公寓,FC00354,何明里,臺中市西屯區何明里西屯路二段35-3號,"24.16405,120.660325",1,34,第六分局,
公寓,FC00352,何明里,臺中市西屯區何明里西屯路二段37-1號,"24.164072,120.660244",1,34,第六分局,
公寓,FC00350,何明里,臺中市西屯區何明里西屯路二段37-2號,"24.164083,120.660203",1,34,第六分局,
公寓,FC00351,何明里,臺中市西屯區何明里西屯路二段37-3號,"24.164088,120.660158",1,82,第六分局,
公寓,FC01435,何明里,臺中市西屯區何明里大有二街17號,"24.159918,120.657966",1,1116,第六分局,
公寓,FC01318,何明里,臺中市西屯區何明里大有五街15號,"24.162261,120.660092",1,905,第六分局,
公寓,FD00007,何南里,臺中市西屯區何南里精誠路14號,"24.157288,120.657131",1,842,第六分局,
公寓,FD00010,何南里,臺中市西屯區何南里精誠路38號,"24.156669,120.656696",1,130,第六分局,
公寓,FD00019,何南里,臺中市西屯區何南里精誠路42號,"24.156618,120.656621",1,160,第六分局,
公寓,FD00020,何南里,臺中市西屯區何南里精誠路44號,"24.156566,120.656589",1,160,第六分局,
公寓,FD00021,何南里,臺中市西屯區何南里精誠路46號,"24.156509,120.656552",1,146,第六分局,
公寓,FD00022,何南里,臺中市西屯區何南里精誠路48號,"24.156468,120.656518",1,146,第六分局,
公寓,FD00018,何南里,臺中市西屯區何南里精明一街20巷1號,"24.156997,120.655945",1,60,第六分局,
公寓,FD00015,何南里,臺中市西屯區何南里精明一街3號,"24.157188,120.656488",1,160,第六分局,
公寓,FD00004,何南里,臺中市西屯區何南里精明一街55之1號,"24.156291,120.655993",1,130,第六分局,
公寓,FD00023,何南里,臺中市西屯區何南里精誠路50巷34號,"24.157216,120.655349",1,113,第六分局,
公寓,FD00024,何南里,臺中市西屯區何南里精誠路50巷36號,"24.157267,120.655248",1,109,第六分局,
公寓,FD00466,何南里,臺中市西屯區何南里精明路18號,"24.15738,120.656822",1,100,第六分局,
公寓,FD00029,何南里,臺中市西屯區何南里精明路54巷1號,"24.157926,120.656197",1,920,第六分局,
公寓,FD00031,何南里,臺中市西屯區何南里大墩十九街123號,"24.157579,120.653021",1,20,第六分局,
公寓,FD00032,何南里,臺中市西屯區何南里大墩十九街125號,"24.157599,120.652983",1,20,第六分局,
公寓,FD00033,何南里,臺中市西屯區何南里大墩十九街127號,"24.15762,120.652945",1,20,第六分局,
公寓,FD00034,何南里,臺中市西屯區何南里大墩十九街131號,"24.157668,120.652857",1,20,第六分局,
公寓,FD00035,何南里,臺中市西屯區何南里大墩十九街133號,"24.157686,120.652818",1,20,第六分局,
公寓,FD00037,何南里,臺中市西屯區何南里大墩十九街135號,"24.157708,120.652779",1,20,第六分局,
公寓,FD00036,何南里,臺中市西屯區何南里大墩十九街137號,"24.15772,120.652739",1,17,第六分局,
公寓,FD00038,何南里,臺中市西屯區何南里大墩十九街141號,"24.157778,120.652682",1,17,第六分局,
公寓,FD00039,何南里,臺中市西屯區何南里大墩十九街143號,"24.157796,120.652649",1,17,第六分局,
公寓,FD00040,何南里,臺中市西屯區何南里大墩十九街145號,"24.157793,120.6526",1,17,第六分局,
公寓,FD00042,何南里,臺中市西屯區何南里大墩十九街149號,"24.157851,120.652547",1,17,第六分局,
公寓,FD00043,何南里,臺中市西屯區何南里大墩十九街151號,"24.157869,120.652514",1,17,第六分局,
公寓,FD00044,何南里,臺中市西屯區何南里大墩十九街153號,"24.157889,120.65248",1,17,第六分局,
公寓,FD00045,何南里,臺中市西屯區何南里大墩十九街155號,"24.15791,120.652447",1,17,第六分局,
公寓,FD00006,何南里,臺中市西屯區何南里東興三段389號,"24.157595,120.654754",1,181,第六分局,
公寓,FC01324,何厝里,臺中市西屯區何厝里青海路一段9-6號,"24.163343,120.656768",1,1368,第六分局,
公寓,FC01075,何厝里,臺中市西屯區何厝里西屯路二段69-2號,"24.164784,120.657754",1,80,第六分局,
公寓,FC01074,何厝里,臺中市西屯區何厝里西屯路二段69-3號,"24.164822,120.657726",1,80,第六分局,
公寓,FC00189,何厝里,臺中市西屯區何厝里甘州五街48號,"24.164489,120.658164",1,417,第六分局,
公寓,FC01073,何厝里,臺中市西屯區何厝里西屯路二段63-1號,"24.164604,120.658537",1,80,第六分局,
公寓,FC01454,何厝里,臺中市西屯區何厝里西屯路二段63-2號,"24.164598,120.658463",1,40,第六分局,
公寓,FC01455,何厝里,臺中市西屯區何厝里西屯路二段63-3號,"24.164612,120.658398",1,40,第六分局,
公寓,FC01525,何厝里,臺中市西屯區何厝里臺灣大道二段736號,"24.160091,120.654976",1,50,第六分局,
公寓,FC01526,何厝里,臺中市西屯區何厝里臺灣大道二段738號,"24.160114,120.654933",1,50,第六分局,
公寓,FC01527,何厝里,臺中市西屯區何厝里臺灣大道二段742號,"24.160177,120.654864",1,40,第六分局,
公寓,FC01528,何厝里,臺中市西屯區何厝里臺灣大道二段746號,"24.160198,120.654826",1,40,第六分局,
公寓,FC01529,何厝里,臺中市西屯區何厝里臺灣大道二段748號,"24.160221,120.654788",1,40,第六分局,
公寓,FC01530,何厝里,臺中市西屯區何厝里臺灣大道二段750號,"24.160243,120.654745",1,40,第六分局,
公寓,FC01531,何厝里,臺中市西屯區何厝里臺灣大道二段752號,"24.160264,120.654705",1,40,第六分局,
公寓,FC01532,何厝里,臺中市西屯區何厝里臺灣大道二段756號,"24.160287,120.654669",1,40,第六分局,
公寓,FC01533,何厝里,臺中市西屯區何厝里臺灣大道二段758號,"24.160308,120.65463",1,40,第六分局,
公寓,FC01534,何厝里,臺中市西屯區何厝里臺灣大道二段760號,"24.160329,120.654589",1,40,第六分局,
公寓,FC01535,何厝里,臺中市西屯區何厝里臺灣大道二段762號,"24.16035,120.654548",1,40,第六分局,
公寓,FC01466,何厝里,臺中市西屯區何厝里臺灣大道二段768號,"24.160375,120.65446",1,40,第六分局,
公寓,FC01467,何厝里,臺中市西屯區何厝里臺灣大道二段770號,"24.160397,120.65442",1,40,第六分局,
公寓,FC01468,何厝里,臺中市西屯區何厝里臺灣大道二段772號,"24.160418,120.654383",1,40,第六分局,
公寓,FC01469,何厝里,臺中市西屯區何厝里臺灣大道二段776號,"24.160439,120.654346",1,40,第六分局,
公寓,FC01470,何厝里,臺中市西屯區何厝里臺灣大道二段778號,"24.160458,120.654309",1,40,第六分局,
公寓,FC01471,何厝里,臺中市西屯區何厝里臺灣大道二段780號,"24.160506,120.654287",1,40,第六分局,
公寓,FC01472,何厝里,臺中市西屯區何厝里臺灣大道二段782號,"24.160501,120.654231",1,40,第六分局,
公寓,FC01520,何厝里,臺中市西屯區何厝里臺灣大道二段786號,"24.160522,120.654191",1,40,第六分局,
公寓,FC01473,何厝里,臺中市西屯區何厝里臺灣大道二段788號,"24.160543,120.654154",1,40,第六分局,
公寓,FC01474,何厝里,臺中市西屯區何厝里臺灣大道二段790號,"24.160564,120.654117",1,40,第六分局,
公寓,FC01475,何厝里,臺中市西屯區何厝里臺灣大道二段792號,"24.160584,120.654079",1,40,第六分局,
公寓,FC01476,何厝里,臺中市西屯區何厝里臺灣大道二段796號,"24.160605,120.654041",1,40,第六分局,
公寓,FC01334,何厝里,臺中市西屯區何厝里何厝東二街85號,"24.162486,120.656408",1,2494,第六分局,
公寓,FC01539,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄11號,"24.160498,120.654805",1,80,第六分局,
公寓,FC01540,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄15號,"24.160542,120.65473",1,40,第六分局,
公寓,FC01542,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄16號,"24.160473,120.655261",1,30,第六分局,
公寓,FC01541,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄17號,"24.160563,120.654692",1,80,第六分局,
公寓,FC01543,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄18號,"24.160496,120.655221",1,30,第六分局,
公寓,FC01544,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄20號,"24.160519,120.655182",1,30,第六分局,
公寓,FC01477,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄21號,"24.160588,120.654597",1,30,第六分局,
公寓,FC01545,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄22號,"24.16054,120.655142",1,30,第六分局,
公寓,FC01478,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄23號,"24.160615,120.654561",1,30,第六分局,
公寓,FC01479,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄25號,"24.160634,120.654523",1,30,第六分局,
公寓,FC01480,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄27號,"24.160653,120.654484",1,30,第六分局,
公寓,FC01481,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄29號,"24.160692,120.654459",1,30,第六分局,
公寓,FC01482,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄31號,"24.160712,120.65442",1,30,第六分局,
公寓,FC01483,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄33號,"24.160734,120.654383",1,30,第六分局,
公寓,FC01484,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄35號,"24.160737,120.654266",1,30,第六分局,
公寓,FC01536,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄5號,"24.160432,120.654923",1,40,第六分局,
公寓,FC01537,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄7號,"24.160456,120.654882",1,40,第六分局,
公寓,FC01538,何厝里,臺中市西屯區何厝里臺灣大道二段740巷2弄9號,"24.160477,120.654844",1,40,第六分局,
公寓,FC01225,何源里,臺中市西屯區何源里河南路一段110號,"24.169412,120.662482",1,36,第六分局,
公寓,FC01226,何源里,臺中市西屯區何源里河南路一段112號,"24.169457,120.662465",1,70,第六分局,
公寓,FC01227,何源里,臺中市西屯區何源里河南路一段114號,"24.169505,120.662436",1,70,第六分局,
公寓,FC01228,何源里,臺中市西屯區何源里河南路一段116號,"24.169563,120.66242",1,152,第六分局,
公寓,FC00969,何源里,臺中市西屯區何源里河南路一段160號,"24.170701,120.661758",1,1066,第六分局,
公寓,FC00970,何源里,臺中市西屯區何源里河南路一段162號,"24.17086,120.661669",1,1066,第六分局,
